contract_number;client_id;phone_id;color_id;merchant_id;price;date_purch;qu_inst;inst
2278;114400;1659531;23;8;3022;19.11.2019;12;252
2279;64145;1503708;7;8;20376;20.11.2019;12;1698
2280;36370;1494609;19;8;5347;20.11.2019;6;892
2281;49618;1659474;14;8;25110;21.11.2019;6;4185
2282;20830;1547752;20;8;13629;21.11.2019;12;1136
2283;4850;1466972;23;8;3881;21.11.2019;12;324
2284;9266;1575047;23;8;6826;22.11.2019;12;569
2285;19762;1383793;23;8;4512;22.11.2019;6;752
2286;64284;1458924;20;8;17345;22.11.2019;6;2891
2287;89365;1687819;2;8;4940;22.11.2019;6;824
2288;67600;1370038;9;8;2601;24.11.2019;6;434
2289;23106;1561716;20;8;5645;24.11.2019;6;941
2290;50566;1575047;20;8;7128;24.11.2019;12;594
2291;106327;1500255;23;8;10767;24.11.2019;12;898
2292;46707;1333397;9;8;4785;25.11.2019;6;798
2293;32077;1488912;20;8;12210;25.11.2019;12;1018
2294;24127;1636071;20;8;10624;25.11.2019;6;1771
2295;14920;1541963;20;8;2845;25.11.2019;6;475
2296;19111;1659450;2;8;21569;26.11.2019;12;1798
2297;81959;1655275;23;8;6645;27.11.2019;6;1108
2298;80785;1482804;20;8;1887;30.11.2019;6;315
2299;84593;1569581;23;8;2791;30.11.2019;6;466
2300;78772;1569581;23;8;2473;30.11.2019;6;413
2301;57136;1450958;20;8;8669;30.11.2019;6;1445
2302;22196;1655287;2;8;7586;30.11.2019;6;1265
2303;44694;658395;20;8;6944;30.11.2019;6;1158
2304;46780;1277795;4;8;12201;01.12.2019;12;1017
2305;23935;1644502;23;8;6544;01.12.2019;6;1091
2306;8452;1510884;18;8;19716;01.12.2019;6;3286
2307;59158;1655275;23;8;6611;01.12.2019;6;1102
2308;93614;1501493;23;8;4827;02.12.2019;12;403
2309;12928;1390002;2;8;15244;02.12.2019;12;1271
2310;24608;1517295;2;8;6918;02.12.2019;6;1153
2311;3627;1594493;21;8;5978;02.12.2019;12;499
2312;1657;1659531;20;8;2747;03.12.2019;6;458
2313;2284;1687660;20;8;4039;03.12.2019;12;337
2314;36040;1594493;20;8;6069;03.12.2019;6;1012
2315;30854;1503763;12;8;25628;04.12.2019;12;2136
2316;100797;1489107;23;8;12095;04.12.2019;12;1008
2317;67311;1383793;23;8;4282;04.12.2019;12;357
2318;66818;1665649;21;8;22208;04.12.2019;12;1851
2319;111790;1173565;9;8;7133;04.12.2019;12;595
2320;101639;1333397;23;8;5091;05.12.2019;6;849
2321;96883;1482437;23;8;3018;05.12.2019;12;252
2322;88765;1665663;21;8;28080;05.12.2019;6;4680
2323;92528;1402804;20;8;8903;05.12.2019;12;742
2324;37564;1545965;12;8;4729;05.12.2019;6;789
2325;45684;1500255;21;8;11118;05.12.2019;12;927
2326;31992;1631239;16;8;20521;06.12.2019;12;1711
2327;20885;1371366;23;8;3834;06.12.2019;12;320
2328;81186;1665623;18;8;37214;06.12.2019;12;3102
2329;76706;1510884;23;8;19613;06.12.2019;6;3269
2330;68828;1195840;20;8;7811;06.12.2019;12;651
2331;19895;1541963;12;8;2761;07.12.2019;6;461
2332;24373;1541346;23;8;16461;07.12.2019;12;1372
2333;31032;1273023;23;8;7431;07.12.2019;6;1239
2334;41507;1500203;9;8;3040;08.12.2019;12;254
2335;43493;1503708;23;8;20490;08.12.2019;6;3415
2336;17832;975521;18;8;2811;08.12.2019;6;469
2337;2401;1199574;9;8;4027;08.12.2019;12;336
2338;10154;1503763;12;8;25631;09.12.2019;12;2136
2339;19916;1659474;14;8;25193;10.12.2019;12;2100
2340;76364;1401257;18;8;16553;10.12.2019;12;1380
2341;88038;1621454;21;8;17113;10.12.2019;12;1427
2342;97847;916472;18;8;8737;10.12.2019;6;1457
2343;2442;1466972;23;8;4048;10.12.2019;6;675
2344;100166;1627062;2;8;4804;11.12.2019;6;801
2345;71567;1464854;23;8;3736;11.12.2019;12;312
2346;28169;1642679;2;8;5206;11.12.2019;6;868
2347;8720;1390002;23;8;15599;11.12.2019;12;1300
2348;7681;1400588;20;8;8987;11.12.2019;12;749
2349;39063;1173565;9;8;7519;11.12.2019;12;627
2350;36548;1545965;17;8;4905;12.12.2019;12;409
2351;75350;1500410;23;8;6201;12.12.2019;12;517
2352;56582;1665672;9;8;35869;12.12.2019;12;2990
2353;97397;1665663;12;8;28484;12.12.2019;6;4748
2354;85545;1453990;23;8;16918;12.12.2019;12;1410
2355;113538;1435957;23;8;5763;12.12.2019;12;481
2356;57266;1543851;15;8;4627;13.12.2019;12;386
2357;42107;1541963;12;8;3071;13.12.2019;6;512
2358;4591;1501436;23;8;4006;13.12.2019;6;668
2359;14387;1571298;21;8;14057;13.12.2019;6;2343
2360;16579;1199574;17;8;3823;14.12.2019;12;319
2361;76966;1277975;23;8;15275;14.12.2019;12;1273
2362;92803;1665634;18;8;42471;14.12.2019;12;3540
2363;103119;1572851;23;8;5434;14.12.2019;6;906
2364;96621;1503708;2;8;20388;15.12.2019;6;3398
2365;37156;1501493;2;8;4712;15.12.2019;12;393
2366;31123;1334137;20;8;8240;15.12.2019;12;687
2367;18679;916468;18;8;7745;16.12.2019;6;1291
2368;96641;1505484;9;8;29781;16.12.2019;12;2482
2369;75120;1517295;2;8;6921;16.12.2019;6;1154
2370;68531;1082893;15;8;10153;16.12.2019;6;1693
2371;113724;1390019;23;8;16819;16.12.2019;6;2804
2372;105862;1545965;17;8;4900;17.12.2019;12;409
2373;17837;1665612;8;8;32490;17.12.2019;6;5415
2374;31823;1503763;12;8;25571;17.12.2019;6;4262
2375;97478;1665663;8;8;28329;18.12.2019;12;2361
2376;108978;1659388;2;8;26552;18.12.2019;12;2213
2377;97362;1687831;2;8;5936;19.12.2019;12;495
2378;101225;1665612;8;8;32413;19.12.2019;12;2702
2379;71546;1500255;21;8;11038;19.12.2019;6;1840
2380;79976;1665634;8;8;42608;20.12.2019;6;7102
2381;54665;1659474;14;8;25433;20.12.2019;6;4239
2382;5164;1635974;2;8;9625;20.12.2019;12;803
2383;7538;1527891;23;8;21218;20.12.2019;12;1769
2384;113788;1500377;20;8;4832;20.12.2019;12;403
2385;32490;1480979;23;8;7564;21.12.2019;6;1261
2386;62886;1635974;1;8;9527;21.12.2019;6;1588
2387;76975;1543742;9;8;5908;22.12.2019;6;985
2388;98380;1665612;8;8;32181;23.12.2019;6;5364
2389;29752;1406288;23;8;8349;23.12.2019;6;1392
2390;38477;1547752;14;8;13757;23.12.2019;6;2293
2391;91723;1701611;8;8;9072;24.12.2019;12;756
2392;36281;939896;18;8;6200;25.12.2019;6;1034
2393;30616;1500255;21;8;11127;25.12.2019;12;928
2394;16844;1503763;12;8;25602;26.12.2019;12;2134
2395;22752;1627062;2;8;5063;26.12.2019;12;422
2396;79428;1656860;8;8;6120;26.12.2019;6;1020
2397;55480;1532568;20;8;3562;28.12.2019;6;594
2398;66156;1500340;23;8;3417;29.12.2019;12;285
2399;43703;1277795;4;8;12414;29.12.2019;12;1035
2400;47261;1497603;20;8;3753;29.12.2019;6;626
2401;35297;1659474;14;8;25306;30.12.2019;6;4218
2402;36855;1390002;17;8;15251;30.12.2019;12;1271
2403;63866;1503763;12;8;25724;30.12.2019;12;2144
2404;73394;1437820;2;8;2516;30.12.2019;12;210
2405;87199;1272039;23;8;3719;30.12.2019;12;310
2406;110441;1635974;1;8;9392;30.12.2019;12;783
2407;106711;939896;23;8;6233;31.12.2019;12;520
2408;98707;1421567;20;8;11804;31.12.2019;6;1968
2409;96937;1503763;23;8;25472;31.12.2019;12;2123
2410;72224;1383800;9;8;5353;31.12.2019;12;447
2411;54039;1464600;12;8;16964;31.12.2019;12;1414
1;98037;1527898;2;9;26270;03.01.2018;6;4379
2;92848;1277881;12;9;15151;10.01.2018;6;2526
3;88370;1574625;23;9;16170;23.02.2018;6;2695
4;94767;1527898;2;9;26299;23.03.2018;12;2192
5;65483;1277881;20;9;14732;25.03.2018;12;1228
6;566;1277881;23;9;14854;30.03.2018;6;2476
7;42390;1277881;19;9;14791;22.04.2018;6;2466
8;41614;1574625;23;9;15761;14.05.2018;6;2627
9;1504;1277881;21;9;14964;15.05.2018;6;2494
10;48135;1574625;23;9;16058;26.05.2018;12;1339
11;8834;1527898;2;9;26200;26.05.2018;12;2184
12;83797;1574625;23;9;16062;08.06.2018;6;2677
13;66646;1277881;21;9;15075;12.06.2018;12;1257
14;94678;1527898;23;9;26106;18.06.2018;12;2176
15;64044;1277881;12;9;15075;29.06.2018;12;1257
16;85096;1277881;9;9;14821;30.06.2018;6;2471
17;111742;1277881;20;9;14817;12.07.2018;6;2470
18;105677;1527898;8;9;26338;30.07.2018;12;2195
19;15254;1527898;8;9;26117;07.08.2018;6;4353
20;94482;1277881;21;9;14795;04.09.2018;6;2466
21;99740;1527898;2;9;26324;11.09.2018;12;2194
22;68978;1277881;23;9;15054;27.09.2018;6;2509
23;17799;1277881;23;9;15053;01.10.2018;12;1255
24;46815;1277881;21;9;14783;24.10.2018;6;2464
25;33506;1527898;2;9;26016;16.11.2018;12;2168
26;84817;1277881;23;9;14991;16.12.2018;6;2499
27;39162;1527898;23;9;26369;21.12.2018;12;2198
28;34496;1527898;8;9;26343;29.12.2018;12;2196
29;54324;1574625;23;9;16008;18.03.2019;6;2668
30;51374;1527898;8;9;26387;21.03.2019;12;2199
31;34944;1574625;23;9;15895;02.06.2019;12;1325
32;67158;1277881;12;9;14944;02.06.2019;6;2491
33;60321;1374145;23;9;21551;04.06.2019;6;3592
34;112037;1277881;21;9;14901;11.06.2019;12;1242
35;76217;1527898;8;9;26176;22.06.2019;6;4363
36;109990;1277881;9;9;14976;09.07.2019;6;2496
37;41968;1527898;23;9;26031;23.08.2019;6;4339
38;57387;1527898;2;9;26257;29.08.2019;6;4377
39;86096;1527898;2;9;26302;10.09.2019;12;2192
40;60009;1527898;8;9;26272;13.09.2019;6;4379
41;61550;1277881;20;9;14832;14.09.2019;6;2472
42;87558;1277881;12;9;14915;27.09.2019;6;2486
43;28991;1277881;9;9;14744;05.10.2019;6;2458
44;69676;1374145;23;9;21600;20.10.2019;6;3600
45;89790;1527898;23;9;26213;23.10.2019;6;4369
1;79163;1239558;8;10;1407;01.01.2018;6;235
2;68861;1532397;23;10;1082;04.01.2018;12;91
3;74204;1619473;12;10;6266;05.01.2018;12;523
4;60154;1208006;19;10;1737;05.01.2018;6;290
5;66858;1323953;23;10;1400;06.01.2018;6;234
6;97975;1669393;20;10;2718;06.01.2018;6;453
7;95189;1323888;20;10;1497;09.01.2018;6;250
8;18323;1690260;12;10;2758;11.01.2018;6;460
9;68131;1532397;23;10;1192;12.01.2018;6;199
10;78236;1531081;23;10;2564;13.01.2018;6;428
11;6025;1687218;20;10;2980;13.01.2018;6;497
12;86321;1416733;23;10;2101;18.01.2018;6;351
13;10787;1569954;23;10;1475;19.01.2018;12;123
14;97344;1476053;9;10;2067;22.01.2018;12;173
15;101451;1475917;9;10;3527;22.01.2018;12;294
16;68983;1407137;9;10;2251;23.01.2018;12;188
17;73034;1464550;23;10;13990;24.01.2018;12;1166
18;90366;1499568;23;10;1171;24.01.2018;12;98
19;60543;1482462;7;10;5223;25.01.2018;6;871
20;34315;1416733;20;10;2191;25.01.2018;6;366
21;63248;1538749;6;10;1665;26.01.2018;6;278
22;72108;1590368;8;10;2101;31.01.2018;6;351
23;28642;1569954;20;10;1376;02.02.2018;12;115
24;16328;1531081;19;10;2710;03.02.2018;6;452
25;11209;1482462;7;10;5158;04.02.2018;6;860
26;42209;1319897;9;10;1309;05.02.2018;12;110
27;53673;1489107;23;10;12076;05.02.2018;12;1007
28;53059;1569954;20;10;1761;05.02.2018;6;294
29;69874;1529012;23;10;5612;06.02.2018;12;468
30;19506;1183565;23;10;3430;07.02.2018;6;572
31;20879;1199309;23;10;8631;07.02.2018;12;720
32;213;1435897;23;10;5318;07.02.2018;6;887
33;18485;1183565;20;10;3244;11.02.2018;12;271
34;44852;161337;23;10;3352;12.02.2018;6;559
35;95654;1214024;23;10;1477;13.02.2018;12;124
36;25609;1357013;23;10;6172;14.02.2018;12;515
37;14112;1514550;23;10;2049;14.02.2018;6;342
38;4225;1595667;9;10;1975;16.02.2018;6;330
39;27551;1621001;23;10;7308;16.02.2018;6;1218
40;44986;1535376;12;10;2741;18.02.2018;12;229
41;78641;1514550;23;10;2037;18.02.2018;12;170
42;63346;1558192;8;10;1766;19.02.2018;12;148
43;64539;1239558;23;10;1335;21.02.2018;12;112
44;70120;1499754;23;10;2048;23.02.2018;12;171
45;4853;1569954;2;10;1422;24.02.2018;6;237
46;109370;1239558;20;10;1599;24.02.2018;6;267
47;102099;1685516;2;10;6610;26.02.2018;12;551
48;92464;1373233;20;10;1699;26.02.2018;12;142
49;15339;1599145;8;10;2766;27.02.2018;6;461
50;78481;1530390;20;10;1902;03.03.2018;12;159
51;58579;1373233;20;10;1601;03.03.2018;6;267
52;62884;1690260;18;10;2770;06.03.2018;6;462
53;80425;1476053;9;10;2083;07.03.2018;12;174
54;109987;1499758;9;10;1614;08.03.2018;12;135
55;79670;1673155;20;10;4199;10.03.2018;12;350
56;92574;1454393;23;10;4074;14.03.2018;6;679
57;6403;1673155;20;10;4087;14.03.2018;12;341
58;68935;1669393;12;10;2814;17.03.2018;6;469
59;59407;1323953;9;10;1595;18.03.2018;12;133
60;107781;1628942;23;10;3025;21.03.2018;12;253
61;28907;1407137;9;10;1974;23.03.2018;12;165
62;50568;1687218;9;10;3331;23.03.2018;6;556
63;43198;1529012;9;10;5440;24.03.2018;12;454
64;2666;1476053;23;10;2433;26.03.2018;6;406
65;111073;1489107;23;10;12040;27.03.2018;12;1004
66;51324;1685516;2;10;6407;29.03.2018;6;1068
67;59735;1334137;20;10;7937;29.03.2018;12;662
68;78365;1619473;12;10;6223;29.03.2018;12;519
69;23854;1239558;23;10;1532;31.03.2018;12;128
70;58947;1499754;23;10;1746;03.04.2018;12;146
71;73247;1323888;20;10;1714;07.04.2018;12;143
72;45777;1590368;23;10;2042;07.04.2018;12;171
73;46885;1208006;9;10;1454;12.04.2018;6;243
74;45889;1687048;3;10;3575;17.04.2018;12;298
75;88619;1563056;23;10;3670;17.04.2018;6;612
76;88558;926420;20;10;1220;18.04.2018;6;204
77;15400;1530390;9;10;2208;19.04.2018;6;368
78;77551;1590368;23;10;2199;20.04.2018;12;184
79;27711;1183565;23;10;3638;21.04.2018;6;607
80;103672;1529012;9;10;5447;22.04.2018;12;454
81;44112;1530942;23;10;3606;25.04.2018;12;301
82;114458;1183565;20;10;3661;25.04.2018;12;306
83;19200;1675699;8;10;4650;26.04.2018;6;775
84;23057;1690324;17;10;2357;28.04.2018;12;197
85;15346;1214024;9;10;1331;28.04.2018;6;222
86;26657;1619775;21;10;2559;29.04.2018;12;214
87;15443;1619775;21;10;2524;30.04.2018;12;211
88;105493;1499568;23;10;1426;05.05.2018;12;119
89;94607;1323888;9;10;1415;05.05.2018;6;236
90;99845;1482462;8;10;4785;06.05.2018;6;798
91;70820;1239558;9;10;1506;06.05.2018;12;126
92;53817;1334137;20;10;7916;06.05.2018;12;660
93;69716;1690324;23;10;2527;07.05.2018;12;211
94;101260;1323953;20;10;1682;08.05.2018;12;141
95;20732;1435897;23;10;5155;10.05.2018;6;860
96;87812;1435897;19;10;5490;12.05.2018;6;915
97;113772;1690324;23;10;2473;12.05.2018;6;413
98;76399;1464118;23;10;12651;13.05.2018;6;2109
99;89246;1464550;23;10;13691;15.05.2018;6;2282
100;47494;1535376;23;10;2676;15.05.2018;12;223
101;115027;1690324;9;10;2398;17.05.2018;12;200
102;15407;1416733;20;10;2133;18.05.2018;6;356
103;104740;1633738;23;10;1398;19.05.2018;12;117
104;36285;1475917;19;10;3653;21.05.2018;6;609
105;106969;1563056;14;10;4081;21.05.2018;6;681
106;92930;1628942;23;10;2852;22.05.2018;6;476
107;58354;1529012;9;10;5508;23.05.2018;12;459
108;7371;1535376;23;10;2970;23.05.2018;12;248
109;109227;1669393;20;10;2785;23.05.2018;12;233
110;81827;1595667;9;10;1996;25.05.2018;12;167
111;87;1532397;23;10;1238;26.05.2018;12;104
112;39130;1621001;20;10;7434;29.05.2018;12;620
113;11666;1530390;20;10;1989;30.05.2018;12;166
114;37053;1690324;19;10;2371;04.06.2018;12;198
115;97887;1500980;9;10;1450;04.06.2018;6;242
116;79297;1621001;20;10;7127;04.06.2018;6;1188
117;1265;1690324;19;10;2622;04.06.2018;6;437
118;28345;1653600;23;10;6579;08.06.2018;12;549
119;106824;1573042;23;10;3677;10.06.2018;12;307
120;99096;1529012;23;10;5240;11.06.2018;6;874
121;77313;1584881;23;10;14180;12.06.2018;6;2364
122;43965;1685516;2;10;6282;12.06.2018;6;1047
123;107034;1687048;20;10;3922;14.06.2018;6;654
124;31324;1629107;14;10;1000;15.06.2018;12;84
125;84271;1416733;20;10;2283;16.06.2018;6;381
126;101536;1690400;20;10;4604;18.06.2018;12;384
127;72389;1529012;23;10;5278;18.06.2018;6;880
128;7361;1319897;18;10;1420;18.06.2018;12;119
129;33519;1619473;23;10;6385;20.06.2018;12;533
130;98690;1489107;23;10;12229;21.06.2018;6;2039
131;61956;1590368;8;10;2213;23.06.2018;12;185
132;27261;1531081;23;10;2906;24.06.2018;6;485
133;21052;1373233;20;10;1828;26.06.2018;12;153
134;21186;1435897;19;10;5479;27.06.2018;6;914
135;12105;1323953;20;10;1316;27.06.2018;6;220
136;8862;1690324;9;10;2497;28.06.2018;6;417
137;34493;1500980;9;10;1719;29.06.2018;12;144
138;74707;1454393;23;10;4094;29.06.2018;6;683
139;106055;1685516;2;10;6533;30.06.2018;12;545
140;107625;1499568;23;10;1238;02.07.2018;6;207
141;112185;926420;19;10;1497;02.07.2018;6;250
142;84181;1435897;23;10;5341;02.07.2018;6;891
143;84750;1416733;12;10;2188;04.07.2018;12;183
144;78229;926420;19;10;1600;06.07.2018;6;267
145;52969;1687048;3;10;3989;06.07.2018;6;665
146;28117;1435897;19;10;5442;07.07.2018;12;454
147;71217;926420;23;10;1350;07.07.2018;6;225
148;51817;1590368;20;10;2429;08.07.2018;6;405
149;30184;1628942;23;10;3039;08.07.2018;12;254
150;70542;1323888;20;10;1269;09.07.2018;6;212
151;107533;1530942;23;10;3767;11.07.2018;6;628
152;101547;1476053;9;10;2208;14.07.2018;12;184
153;105293;1323953;9;10;1329;15.07.2018;12;111
154;71138;1535837;23;10;2727;15.07.2018;6;455
155;73214;1558192;8;10;1459;15.07.2018;6;244
156;62169;1530390;9;10;2083;15.07.2018;12;174
157;59058;1214024;23;10;1352;15.07.2018;6;226
158;29365;1673155;20;10;4082;16.07.2018;6;681
159;39899;1530375;9;10;1577;16.07.2018;12;132
160;39170;1628942;21;10;3091;17.07.2018;6;516
161;15149;1334137;20;10;8037;22.07.2018;12;670
162;87582;1628942;23;10;2771;22.07.2018;12;231
163;16117;1621001;23;10;7395;23.07.2018;6;1233
164;18739;1530390;23;10;1848;23.07.2018;6;308
165;71259;1475917;19;10;3631;25.07.2018;6;606
166;69910;1590368;23;10;2050;26.07.2018;6;342
167;4310;1629107;14;10;1029;26.07.2018;12;86
168;40478;1590368;8;10;2010;26.07.2018;12;168
169;35376;1323888;9;10;1377;26.07.2018;12;115
170;77891;1574625;23;10;15852;31.07.2018;6;2642
171;61269;1239558;8;10;1532;31.07.2018;12;128
172;88149;1407137;9;10;1981;31.07.2018;12;166
173;6378;1323953;23;10;1547;01.08.2018;12;129
174;23215;1637455;23;10;2803;01.08.2018;6;468
175;89746;1530390;20;10;2095;02.08.2018;12;175
176;71364;1599145;23;10;2855;05.08.2018;12;238
177;101035;1628942;9;10;2840;07.08.2018;6;474
178;40476;1690324;9;10;2596;07.08.2018;12;217
179;26356;926420;20;10;1520;12.08.2018;12;127
180;28748;1482462;23;10;5115;13.08.2018;12;427
181;12276;1435897;19;10;5123;13.08.2018;6;854
182;52126;1464550;23;10;13641;13.08.2018;12;1137
183;41181;1475917;23;10;3803;14.08.2018;12;317
184;9628;1573042;20;10;3654;18.08.2018;12;305
185;97093;1475643;23;10;5253;18.08.2018;6;876
186;63271;1538749;6;10;1615;20.08.2018;12;135
187;43376;1499754;23;10;1904;20.08.2018;12;159
188;92965;1590368;23;10;2419;21.08.2018;12;202
189;49719;1628942;23;10;2809;22.08.2018;12;235
190;7317;1499440;23;10;5498;22.08.2018;12;459
191;57970;1416733;20;10;2311;23.08.2018;12;193
192;41993;1214024;23;10;1670;24.08.2018;12;140
193;50254;1499758;9;10;1986;25.08.2018;6;331
194;97057;1569954;2;10;1353;25.08.2018;6;226
195;77540;1239558;12;10;1503;27.08.2018;6;251
196;17330;1653600;23;10;6336;29.08.2018;12;528
197;82107;1535376;21;10;3075;30.08.2018;6;513
198;64541;1669393;18;10;2385;02.09.2018;12;199
199;38547;1629107;23;10;1432;02.09.2018;12;120
200;8973;1569954;2;10;1741;03.09.2018;6;291
201;73795;1208006;9;10;1606;05.09.2018;12;134
202;111022;161337;23;10;3693;06.09.2018;6;616
203;88275;1208006;9;10;1347;08.09.2018;12;113
204;89959;1705139;20;10;9934;09.09.2018;6;1656
205;72725;1687048;20;10;3896;10.09.2018;6;650
206;23267;1499440;23;10;5797;10.09.2018;6;967
207;42785;1535376;23;10;3014;10.09.2018;12;252
208;61619;161337;23;10;3337;11.09.2018;6;557
209;101446;1334137;20;10;8061;12.09.2018;12;672
210;48138;1530390;9;10;2277;14.09.2018;6;380
211;76795;1499754;23;10;1688;16.09.2018;6;282
212;69610;1687048;20;10;3930;20.09.2018;12;328
213;105834;1628942;21;10;2809;20.09.2018;6;469
214;44972;1476053;9;10;2479;25.09.2018;6;414
215;51156;1334137;23;10;8137;25.09.2018;6;1357
216;6447;926420;23;10;1382;26.09.2018;12;116
217;94154;1590368;8;10;2208;26.09.2018;12;184
218;52520;1653600;3;10;6342;29.09.2018;6;1057
219;105410;1464118;23;10;12445;01.10.2018;12;1038
220;45769;1499568;23;10;1495;03.10.2018;12;125
221;31972;1214024;9;10;1603;03.10.2018;12;134
222;110355;1529012;9;10;5472;04.10.2018;6;912
223;17954;1323888;20;10;1545;06.10.2018;6;258
224;99289;1690260;18;10;2770;10.10.2018;6;462
225;78808;1569954;23;10;1460;12.10.2018;12;122
226;111642;1535376;12;10;2829;14.10.2018;6;472
227;54821;1476053;9;10;2143;17.10.2018;12;179
228;95919;926420;19;10;1392;17.10.2018;6;232
229;101868;1599145;23;10;2780;18.10.2018;12;232
230;46681;1319897;17;10;1283;19.10.2018;12;107
231;113954;1569954;2;10;1488;21.10.2018;12;124
232;73736;1690324;9;10;2609;22.10.2018;6;435
233;100070;1559604;23;10;16190;23.10.2018;6;2699
234;111298;1673155;20;10;3843;24.10.2018;12;321
235;79412;1334137;23;10;7999;25.10.2018;12;667
236;75881;1705139;2;10;9706;25.10.2018;12;809
237;247;1357013;23;10;6495;28.10.2018;6;1083
238;112230;1476053;23;10;2408;31.10.2018;12;201
239;17077;1319897;9;10;1584;02.11.2018;6;264
240;28710;1323953;23;10;1542;02.11.2018;6;257
241;72336;1538749;6;10;1814;03.11.2018;6;303
242;81065;1669393;12;10;2504;04.11.2018;6;418
243;76877;1595667;23;10;2009;05.11.2018;6;335
244;108794;1559604;23;10;16277;06.11.2018;12;1357
245;17212;1500980;9;10;1469;07.11.2018;12;123
246;106112;1653600;3;10;6749;08.11.2018;12;563
247;20082;1690324;9;10;2281;11.11.2018;12;191
248;52913;1621001;20;10;7205;11.11.2018;6;1201
249;36736;1475643;23;10;5264;13.11.2018;12;439
250;13273;1573042;20;10;3430;13.11.2018;12;286
251;56624;1628942;21;10;2988;13.11.2018;12;249
252;37620;1499754;23;10;1761;14.11.2018;12;147
253;10526;294423;23;10;1721;15.11.2018;6;287
254;27633;1530942;17;10;3366;15.11.2018;12;281
255;109026;1530942;23;10;3774;15.11.2018;6;629
256;3124;1629107;23;10;1427;16.11.2018;12;119
257;27874;1435897;23;10;5284;18.11.2018;12;441
258;22604;1416733;23;10;2073;22.11.2018;12;173
259;106778;1319897;18;10;1398;24.11.2018;6;233
260;3643;1535376;12;10;2871;25.11.2018;6;479
261;25318;1489107;23;10;12015;26.11.2018;12;1002
262;20485;1685516;2;10;6167;27.11.2018;6;1028
263;13404;1538572;18;10;2377;27.11.2018;12;199
264;51671;1653600;3;10;6510;27.11.2018;12;543
265;22636;1563075;9;10;2157;30.11.2018;6;360
266;58084;1531081;19;10;2823;30.11.2018;6;471
267;60524;1239558;23;10;1589;03.12.2018;12;133
268;100767;1407137;9;10;2045;05.12.2018;12;171
269;111849;1334137;20;10;7995;06.12.2018;6;1333
270;83160;1599145;8;10;2613;07.12.2018;6;436
271;34633;1558192;23;10;1611;09.12.2018;12;135
272;81956;1514550;23;10;2156;11.12.2018;6;360
273;86733;1629142;23;10;3451;11.12.2018;12;288
274;74744;1690400;20;10;4371;12.12.2018;12;365
275;29344;1407137;9;10;1915;12.12.2018;12;160
276;53030;1499754;12;10;1960;12.12.2018;6;327
277;57534;1475643;23;10;5295;13.12.2018;6;883
278;30233;1530942;23;10;3713;15.12.2018;12;310
279;100076;1685516;23;10;6473;16.12.2018;12;540
280;5724;1628942;23;10;2925;22.12.2018;6;488
281;109188;1499758;23;10;1764;22.12.2018;12;147
282;108738;1633738;23;10;1084;23.12.2018;12;91
283;34687;1530375;9;10;1309;23.12.2018;6;219
284;33953;1690324;9;10;2255;25.12.2018;6;376
285;70996;1673155;20;10;4105;25.12.2018;12;343
286;3492;1214024;23;10;1480;25.12.2018;6;247
287;114582;1319897;9;10;1335;26.12.2018;12;112
288;1302;1590368;23;10;2142;27.12.2018;12;179
289;94173;1319897;23;10;1573;27.12.2018;12;132
290;81430;1416733;12;10;2416;28.12.2018;12;202
291;79477;1653600;6;10;6380;28.12.2018;12;532
292;76942;1239558;20;10;1527;30.12.2018;6;255
293;82033;1239558;23;10;1596;31.12.2018;6;266
294;75252;1538572;18;10;2185;01.01.2019;6;365
295;32314;1619775;21;10;2639;12.01.2019;12;220
296;81078;1530375;23;10;1366;14.01.2019;6;228
297;56542;1464118;23;10;12585;16.01.2019;6;2098
298;64795;1559604;9;10;16150;16.01.2019;6;2692
299;101226;1319897;18;10;1685;17.01.2019;6;281
300;52456;1476053;23;10;2162;17.01.2019;6;361
301;81266;1319897;9;10;1414;18.01.2019;12;118
302;7757;926420;19;10;1212;21.01.2019;6;202
303;25540;1690324;9;10;2670;22.01.2019;6;445
304;13811;1499758;9;10;1936;24.01.2019;6;323
305;1369;1675699;8;10;4517;25.01.2019;12;377
306;106078;1499758;9;10;1619;28.01.2019;12;135
307;99986;1629107;14;10;1337;31.01.2019;6;223
308;100231;1454393;23;10;4240;04.02.2019;6;707
309;76075;1482462;8;10;5146;05.02.2019;12;429
310;9222;1628942;23;10;2865;06.02.2019;12;239
311;36645;1454393;23;10;4117;07.02.2019;6;687
312;108105;1673155;23;10;3887;07.02.2019;6;648
313;47856;1499754;23;10;1787;08.02.2019;6;298
314;14518;1454393;23;10;4179;12.02.2019;12;349
315;61577;1621001;20;10;7400;19.02.2019;6;1234
316;69180;1323888;20;10;1470;20.02.2019;12;123
317;30197;1559604;18;10;16150;20.02.2019;12;1346
318;2094;1653600;23;10;6361;21.02.2019;12;531
319;89666;1590368;20;10;2456;23.02.2019;12;205
320;98644;1629107;23;10;1008;24.02.2019;12;84
321;45975;1687048;3;10;3985;24.02.2019;12;333
322;10260;1319897;9;10;1449;24.02.2019;6;242
323;67784;1535376;23;10;2831;25.02.2019;6;472
324;80150;1529012;9;10;5380;26.02.2019;12;449
325;92271;1208006;19;10;1750;26.02.2019;6;292
326;85486;1407137;20;10;2164;28.02.2019;6;361
327;112690;1690260;12;10;2857;28.02.2019;12;239
328;85616;1499568;23;10;1536;01.03.2019;12;128
